,Id,PostTypeId,AcceptedAnswerId,CreationDate,Score,ViewCount,Body,Title,Tags,AnswerCount,CommentCount,link
85,67630765,1,67630872.0,2021-05-21 04:18:37,1,146,"<p>I need to multiply two numbers (for example, <strong>A</strong> and <strong>B</strong>) and return the result (<strong>A*B</strong>).</p>
<p><strong>Condition:</strong></p>
<p><strong>number A</strong>: Any number between <strong>0</strong> to <strong>Long.MAX_VALUE</strong> ( i.e., 0 &lt;= A &lt;= 9,223,372,036,854,775,807)</p>
<p><strong>number B</strong>: Any number between <strong>0</strong> to <strong>10000.0000000000</strong>) // Remember 'B' will be a decimal number with upto 10 decimal places</p>
<p>If the result of (<strong>A * B</strong>) contains decimal, then, round up to the next higher integer.
for example,</p>
<ol>
<li>if the result of A x B = 10.1 =&gt; 11</li>
<li>if the result of A x B = 10.5 =&gt; 11</li>
<li>if the result of A x B = 10.9 =&gt; 11</li>
<li>if the result of A x B &gt;= LONG_MAX, then return LONG_MAX (i.e. 9223372036854775807)</li>
</ol>
<p>I wrote a simple function as mentioned but it is giving me strange result!! Can you please correct me why the function is failing?</p>
<pre><code>static long multiply(long A, float B)
{
    long result = (long) Math.ceil(A * B);
    return result;
}

public static void main(String args[])
{
    System.out.println(multiply(10L, 1.11F)); // 10 x 1.11 =&gt; 11.1 =&gt; 12 [PASS]
    
    System.out.println(multiply(10L, 1.17F)); //10 x 1.17 =&gt; 11.7 =&gt; 12 [PASS]
    
    System.out.println(multiply(Long.MAX_VALUE, 1.11F)); // 9223372036854775807 x 1.11 =&gt; 9223372036854775807 [PASS]
    
    System.out.println(multiply(9999999L, 9.9999F)); // 9999999 x 9.9999 =&gt; 99,998,990.0001 =&gt; 99,998,991 [FAIL]
                                                     // I am getting 99998992, instead of 99998991 !!
    
    System.out.println(multiply(4611686018427387908L, 1.0F)); // 4611686018427387908L x 1 =&gt; 4611686018427387908 [FAIL]
                                                              // I am getting 4611686018427387904 instead of 4611686018427387908
    
    System.out.println(multiply(96113850L, 1.0F)); // 96113850 x 1 =&gt; 96113850 [FAIL]
                                                   // I am getting 96113848 instead of 96113850
}
</code></pre>
<p>Last 3 test cases are failing. Please let me know how to correct it?</p>
<p>Thank you.</p>
",How to multiply LONG and FLOAT in Java,<java>,2,6,https://stackoverflow.com/q/67630765
86,67631082,1,67631377.0,2021-05-21 05:09:07,-1,37,"<p>I have a array of values comes from the api</p>
<p>I want to skip the first element or nth element and process the remaining.</p>
<p>What is the best way to handle this?</p>
<p>Thanks</p>
",Split in two different array of the incoming array in java,<java>,1,2,https://stackoverflow.com/q/67631082
87,67629424,1,67629748.0,2021-05-21 00:18:28,-1,68,"<p>I've been trying to figure out on my program how to find how many positive and negative numbers have been entered from a user.</p>
<p>I have my question here:
&quot;Write a program that keeps asking the user for numbers, until the user enters 0. After the user enters 0, the program should display the number of negative and positive numbers entered&quot;.</p>
<p>Also, I have my code so far here:</p>
<pre><code>import java.util.Scanner;

public class NegativeandPositive 
{
    
public static void main(String[] args) 
    {
        
int n;
       
        Scanner input = new Scanner(System.in);
        System.out.println(&quot;Input an integer:&quot;);
       
        while ((n = input.nextInt()) != 0) 
        {
          System.out.println(&quot;You entered &quot; + n);
          System.out.println(&quot;Input an integer:&quot;);
        }
    }
}
</code></pre>
<p>Thanks for reading.</p>
",Find out how many times a negative and positive number has been entered,<java>,1,6,https://stackoverflow.com/q/67629424
88,67633446,1,67633700.0,2021-05-21 08:37:59,0,38,"<p>I have a Linkedhasmap and have key and values</p>
<p>Now i want to sort the map by values and the key and value should appear as follows</p>
<pre><code>Example,
 Key    Value
  1      0.0
  2      0.2
  3      0.5
  4      0.0
  5      0.3
  6      0.0
  7      0.1

Expected output
  1      0.0
  4      0.0
  6      0.0
  7      0.1
  2      0.2
  5      0.3
  3      0.5
</code></pre>
<p>Please advise</p>
<p>Thanks</p>
",Sort by second parameter and iterate in order,<java>,1,3,https://stackoverflow.com/q/67633446
89,67633633,1,67633744.0,2021-05-21 08:50:25,-1,55,"<p>I am trying to create a human resource database and I want to select a range of numbers that should show a worker should retire when they reach the age of 60</p>
<pre class=""lang-java prettyprint-override""><code>String Age = jtxtAge.getText();
if (Age.matches(&quot;^[0-59]*$&quot;)) {
    JOptionPane.showMessageDialog(null, &quot;Valid&quot;);
}
else {
    jtxtAge.setBackground(Color.red);
    JOptionPane.showMessageDialog(null, &quot;Due for retirement&quot;);
    return;
}
</code></pre>
<p>The .matches function only allows me to select the first index of a number, so an age of 26 would still show 'Due for retirement'.</p>
",Is there a function I can use for picking out a range of large numbers in java in an if statement,<java>,1,4,https://stackoverflow.com/q/67633633
90,67645309,1,67645852.0,2021-05-22 01:17:00,0,58,"<p>When I try to insert a value relating to its key the value is not inserting inside the map. It seems like the &quot;ids&quot; doesn't have any value in it but it does.</p>
<pre><code>    Map&lt;String, Vector&lt;String&gt;&gt; graph = new HashMap&lt;String, Vector&lt;String&gt;&gt;();
    ArrayList&lt;String[]&gt; words = new ArrayList&lt;String[]&gt;();
    Vector&lt;String&gt; ids = new Vector&lt;String&gt;();
    String[] id = null;
    
    Scanner scanner = new Scanner(new FileReader(fInName));
    while (scanner.hasNextLine()) {
       words.add(scanner.nextLine().split(&quot;\\s+&quot;));
    }
    
    for(int i = 0; i &lt; words.size(); i++) {
        id = words.get(i)[1].split(&quot;[,]&quot;, 0);
        for(int j = 0; j &lt; id.length; j++) {
            ids.add(j, id[j]);
        }
        graph.put(words.get(i)[0], ids);
        id = null;
        ids.clear();            
    }
    
    for (Map.Entry&lt;String, Vector&lt;String&gt;&gt; entry : graph.entrySet()) {
        System.out.println(&quot;Key = &quot; + entry.getKey() +
                         &quot;, Value = &quot; + entry.getValue());

    }
</code></pre>
",Why wouldn't Java Map work? The function .put() not inserting the value and only inserting the key,<java>,1,6,https://stackoverflow.com/q/67645309
91,67649645,1,67649763.0,2021-05-22 12:48:31,2,151,"<p>I'm trying to make a game and I have a Selection class that holds a string named str in it. I apply the following code to my selection objects every 17 milliseconds.</p>
<pre><code>if(s.Str == &quot;Upgrade&quot;) {
            
}else if(s.Str == &quot;Siege&quot;) {
        
}else if(s.Str == &quot;Recruit&quot;) {
            
}
</code></pre>
<p>In other words, these selection objects will do different jobs according to their types(upgrade,siege etc...). I am using str variable elsewhere. my question is that:<br />
Would it be more optimized if I assign the types to an integer when I first create the objects?</p>
<pre><code>if(s.type == 1) {
                
}else if(s.type == 2) {
            
}else if(s.type == 3) {
            
}
</code></pre>
<p>This would make me write extra lines of code(Since I have to separate objects by type when I first create) and make the code more difficult to understand, but would there be a difference between comparing integers rather than comparing strings?</p>
",Is there any difference in optimization between integer and string comparison?,<java>,4,10,https://stackoverflow.com/q/67649645
92,67639309,1,67639577.0,2021-05-21 14:57:12,1,28,"<p>I need some regex that will match only numbers that are decimal to two places.</p>
<p>For example:</p>
<p>200.00-match</p>
<p>200.11-match</p>
<p>200.121-no match</p>
<p>200.520-match</p>
<p>200.101-no match</p>
<p>200.000-match</p>
<p>200.0001-no match</p>
",Regex Need To Match Number To 2 decimal places but 1 digits allowed with zero,<java>,1,0,https://stackoverflow.com/q/67639309
93,67654568,1,67654584.0,2021-05-22 22:07:20,2,171,"<p>I have the following class:</p>
<pre><code>import java.util.*;

class ClassA {
    public static void main(String...args) {
        var list = new ArrayList&lt;String&gt;();
        list.add(&quot;test&quot;);
        list.add(&quot;abc&quot;);

        Collections.sort(list, (a, b) -&gt; a.length() &gt;= b.length() ? 1 : 0); // [test, abc]
        //Collections.sort(list, (a, b) -&gt; a.compareTo(b));                 // [abc, test]

        System.out.println(list);
    }
}
</code></pre>
<p>I thought <code>Collection.sort()</code> would sort accending. I thought <code>a.length()</code> is 4 and <code>b.length()</code> is 3 which would evaluate as <code>(4 &gt;= 3)</code> true. So <code>a.length() &gt;= b.length() ? 1 : 0</code> would return 1 and mean that <code>&quot;test&quot;</code> is greater than <code>&quot;abc&quot;</code>. So it should be sorted like <code>[abc, test]</code>.</p>
<p>But I only get the result <code>[abc, test]</code> when I change the code to <code>a.length() &gt;= b.length() ? 1 : -1</code>, which seems to indicate that <code>a.length() &gt;= b.length()</code>evaluates as <code>false</code>. Why is that?</p>
<p>Why does the first lambda expression lead to <code>[test, abc]</code>, while the modified version leads to <code>[abc, test]</code>?</p>
<p><code>Collections.sort(list, (a, b) -&gt; a.compareTo(b));</code> works like expected.</p>
",Java: using Collection.sort and lambda expression in combination with the ternary operator leads to unexpected result,<java>,1,0,https://stackoverflow.com/q/67654568
94,67621374,1,67621536.0,2021-05-20 13:32:48,1,54,"<p>I came across a piece code and I got confused in the class definition.</p>
<p>The class is:</p>
<pre><code>public class TestData {

    private ThreadLocal&lt;Data&gt; threadLocalData = new ThreadLocal&lt;&gt;();
    private UUID id = UUID.randomUUID();
    private static final TestData testData = new TestData();
    private static final Logger ogger = LoggerFactory.getLogger(&quot;data&quot;);


    private TestData() {
    }

    public static TestData getTestData() {
        return testData;
    }

    public void addTestData(String key) {
        Data data = new Data(key);

        threadLocalData.set(data);
    }

    public ThreadLocal&lt;Data&gt; getThreadLocalData() {
        return threadLocalData;
    }
}
</code></pre>
<p>This is referenced in another class as:</p>
<pre><code>TestData.getTestData().getThreadLocalData().set(new Data());
</code></pre>
<p>So, my doubt is, if all the threads are using this class's single instance, which is:</p>
<pre><code>private static final TestData testData = new TestData();
</code></pre>
<p>then does it make any sense to have non static members in the class?</p>
<pre><code>    private ThreadLocal&lt;Data&gt; threadLocalData = new ThreadLocal&lt;&gt;();
    private UUID id = UUID.randomUUID();

</code></pre>
<p>If yes, then will there be separate copies of these non static members for each thread using the  testData instance?</p>
",Does non static field makes any sense in a class that has only one instance,<java>,1,10,https://stackoverflow.com/q/67621374
95,67648734,1,67648939.0,2021-05-22 10:58:51,0,81,"<p>I have written this Java snippet which uses a listener to detect whether a certain key has been entered.</p>
<p>It's a bit rough around the edges and was wondering if there was a better way of writing it (eg. I want the out put text to appear in JTextField-print, at the moment &quot;print&quot; is a little rectangle box...I want it to be a blocked and the text to appear into it)?</p>
<p>Here's the code:</p>
<pre><code>import java.awt.event.KeyEvent;
import java.awt.event.KeyListener;

import javax.swing.*;

public class Test2{
    
    public Test2() {
        JFrame jframe = new JFrame();
        jframe.setSize(300,300);
        jframe.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);
        
        JPanel jpanel= new JPanel();
        jpanel.add(new JLabel(&quot;Enter your name:&quot;));
        JTextField nameField = new JTextField(&quot;    &quot;);
        jpanel.add(nameField);
        JTextArea print = new JTextArea(&quot;&quot;);
        jpanel.add(print);
    
        nameField.addKeyListener(new KeyListener() {
            public void keyTyped(KeyEvent e) {
                if (e.getKeyChar() == 65) {
                    print.setText(&quot;A was typed!&quot;);
                }
                
                if (e.getKeyChar() == 66) {
                    System.out.println(&quot;B was typed!&quot;);
                }
            }
            
            public void keyPressed(KeyEvent e) {
                // TODO Auto-generated method stub
            }

            @Override
            public void keyReleased(KeyEvent e) {
                // TODO Auto-generated method stub
            }
        });

        jframe.add(jpanel);
        jframe.setVisible(true);
    }

    public static void main(String[] args) {
        new Test2();
    }
}
</code></pre>
<p>Hope this makes sense!</p>
",How to write this Java snippet more clean,<java>,3,0,https://stackoverflow.com/q/67648734
96,65562118,1,65562279.0,2021-01-04 11:42:10,-1,46,"<p>Working Stackblitz:</p>
<p>I implemented 2 calendars in html, for filtering the data between 2 dates. When i filter data for the first time, i will select both calendar dates and the data is filtering. Now we have both the inputs for calendar given right. Now my issue lies here. When i change the first calendar date. the second calendar remains the same with previously assigned date as we filtered previously. and there is no change in the filtering of data until we give inputs to both calendars again. I want the second calendar value to be cleared on changing the first calendar. And also clear the first calendar input when the second calendar is changed. Please help me achieve this.</p>
<p>can we trigger the output based on either of the input values ? as of now it's not showing. example: i have 2 records in grid: with dates : 07/12/2020 and 15/12/2020 Initially if i filter from dec 1st 2020 to dec 31st 2020. It's showing both records. Now, again if i set 15/12/2020 in first calendar without changing second. There is no change in the table. i should enter second also. Can we fix it ??</p>
<pre><code>&lt;input type=&quot;date&quot; (change)=&quot;changeFirstInput($event)&quot;&gt; - 
  &lt;input type=&quot;date&quot; (change)=&quot;changeSecondInput($event)&quot;&gt;
  &lt;table style=&quot;width:100%&quot;&gt;
  &lt;thead&gt;
      &lt;tr&gt;
          &lt;th&gt;name&lt;/th&gt;
          &lt;th&gt;date&lt;/th&gt;
      &lt;/tr&gt;
  &lt;/thead&gt;
  &lt;tbody&gt;
      &lt;tr *ngFor=&quot;let o of display&quot;&gt;  
          &lt;td&gt;{{o.name}}&lt;/td&gt;
          &lt;td&gt;{{o.date | date: 'dd/MM/yyyy, hh:mm a'}}&lt;/td&gt;
      &lt;/tr&gt;
  &lt;/tbody&gt;
&lt;/table&gt; 

</code></pre>
<pre><code>import { Component, VERSION, OnInit } from '@angular/core';

@Component({
  selector: 'my-app',
  templateUrl: './app.component.html',
  styleUrls: [ './app.component.css' ]
})
export class AppComponent  {
  name = 'Angular ' + VERSION.major;

  public obj = [{
    name: &quot;abc&quot;,
    date: &quot;2020-12-03 05:49:00&quot;
  },{
    name: &quot;def&quot;,
    date: &quot;2020-12-07 05:49:00&quot;
  },{
    name: &quot;ghi&quot;,
    date: &quot;2020-12-15 05:49:00&quot;    
  },{
    name: &quot;jkl&quot;,
    date: &quot;2020-12-25 05:49:00&quot;    
  }]

  ngOnInit() { this.display=this.obj; }


    pattern = /(\d{2})\.(\d{2})\.(\d{4})/;
  public date1: Date = new Date(&quot;2000-01-01&quot;);
  public date2: Date = new Date();

  display = [];

  changeFirstInput(e) {
    this.date1 = new Date(e.target.value.replace(this.pattern, '$3-$2-$1'));
  }

  changeSecondInput(e) {
    this.display = Object.assign([], this.obj);
    this.date2 = new Date(e.target.value.replace(this.pattern, '$3-$2-$1'));

    this.display = this.obj.filter(o =&gt;
    //   new Date(o.ts.replace(this.pattern, '$3-$2-$1')) &gt;= this.date1 &amp;&amp;
     //  new Date(o.ts.replace(this.pattern, '$3-$2-$1')) &lt;= this.date2);
      new Date(o.date.substring(0, 10)) &gt;= this.date1 &amp;&amp;
      new Date(o.date.substring(0, 10)) &lt;= this.date2);
  }
  
}



</code></pre>
","sieve data accordingly, when either of the inputs changed",<java>,1,0,https://stackoverflow.com/q/65562118
97,67655123,1,67655392.0,2021-05-23 00:10:59,-4,63,"<p>According to <a href=""https://docs.oracle.com/javase/tutorial/java/javaOO/methodreferences.html"" rel=""nofollow noreferrer"">Oracle Documentation</a>, the <code>String::compareToIgnoreCase</code> is also a valid method reference, my question is that <code>compareToIgnoreCase</code> is not a static method, in other words, <code>compareToIgnoreCase</code> must be attached to a specific <code>String</code> instance. So how does JDK know which instance of <code>String</code> I refer when I use <code>String::compareToIgnoreCase</code> ?</p>
",Method Reference of Java,<java>,3,2,https://stackoverflow.com/q/67655123
98,67655371,1,67657849.0,2021-05-23 01:15:55,0,36,"<p>I am new to Java, coming from Python. I am looking to make a list that can hold coordinates x and y into a single cell of a list so that when I make a for loop, it will iterate over both x and y simultaneously and then go on to the next x and y coordinates.</p>
<p>In Python it looked something like this:</p>
<p>myList = [ [1,2], [3,2], [3,5], [3,8] ]</p>
<p>So cell 0 would be 1,2... and cell 0 of cell 0 would be 1.
cell 1 would be 3,2... and cell 0 of 1 would be 3
and so on...</p>
<p>Any help would be greatly appreciated; I have been scratching my head at this one for a while.</p>
",2 Pieces of Data in a single Cell of a List Java,<java>,1,1,https://stackoverflow.com/q/67655371
99,65563139,1,65563197.0,2021-01-04 13:01:07,-4,73,"<p>I came across the below snippet. But I do not understand if it an example of <strong>dead code / duplicate code / temporary field?</strong></p>
<pre><code>public class InterestRateComputer {
    public double interest (double amount) {
        double interest = 0;
        if (balance &gt; MIN_BALANCE) {
            //compute the regular interest
            return interest;
        }else {
            //compute interest for below min balance
            return interest;
        }
        return -1;
    }
}
</code></pre>
",Is this an example of dead code / Duplicate code / Temporary Field?,<java>,1,2,https://stackoverflow.com/q/65563139
100,65860482,1,65860796.0,2021-01-23 14:42:24,-2,207,"<p>I have two versions of Java on my system, one is Java 11 for competitive programming, and Java 8 for developing Cordova apps. I added the <code>JAVA_HOME</code> variable by editing <code>.bashrc</code> file as:</p>
<pre><code>export JAVA_HOME=&quot;/usr/lib/jvm/java-8-openjdk-amd64&quot;
</code></pre>
<p>I also changed the <code>PATH</code> variable using</p>
<pre><code>export PATH=$PATH:$JAVA_HOME/bin
</code></pre>
<p>and I also checked for <code>PATH</code> variable</p>
<pre><code>echo $PATH
/home/ubuntu/.nvm/versions/node/v15.5.1/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin:/local/android/sdktools/:/local/android/sdkplatform-tools:/home/ubuntu/local/android/sdktools/:/home/ubuntu/local/android/sdkplatform-tools:/usr/lib/jvm/java-8-openjdk-amd64/bin
</code></pre>
<p>As you can see, Java 8 is available in <code>PATH</code>.
<code>whereis</code> command returns</p>
<pre><code>java: /usr/bin/java /usr/share/java /usr/lib/jvm/java-8-openjdk-amd64/bin/java /usr/share/man/man1/java.1.gz
</code></pre>
<p>When I tried to build a Cordova app, I get following error:</p>
<blockquote>
<p>Requirements check failed for JDK 8 ('1.8.*')! Detected version: 11.0.9.1</p>
</blockquote>
",Why am I getting Requirements check failed for JDK 8 ('1.8.*')! Detected version: 11.0.9.1 error?,<java>,2,3,https://stackoverflow.com/q/65860482
101,67674583,1,67677803.0,2021-05-24 15:14:54,0,326,"<p>i'm getting</p>
<blockquote>
<p>The method makeSet(Comparable) in the type UnionFindSet is not
applicable for the arguments (K)</p>
</blockquote>
<p>And don't know how to solve it , i tried to implement comparable but nothing changes...</p>
<p>My class Node</p>
<pre><code>public class Node &lt;T extends Comparable&lt;T&gt;&gt; implements Comparable&lt;Node&lt;T&gt;&gt;
</code></pre>
<p>My class UnionFindSet uses Node :</p>
<pre><code>public class UnionFindSet &lt;T extends Comparable&lt;T&gt;&gt; 
</code></pre>
<p>Method makeSet :</p>
<pre><code> public void makeSet(T data){
    Node&lt;T&gt; node = new Node&lt;T&gt;();
    node.data(data)
    .rank(0)
    .parent(node);
    node_map.put(data, node);
 }
</code></pre>
<hr />
<p>My class where i get the error :</p>
<pre><code>public class Graph&lt;K ,E&gt;
</code></pre>
<hr />
<p>and in method :</p>
<pre><code>public void mstKruskal() {
    List&lt;Edge&lt;K, E&gt;&gt; secure_edges = new LinkedList&lt;&gt;();
    UnionFindSet partition = new UnionFindSet&lt;&gt;();
    List&lt;Edge&lt;K, E&gt;&gt; my_edges = new LinkedList&lt;&gt;();

    my_edges = this.getEdges();

    Collections.sort(my_edges, new Comparator&lt;Edge&lt;K, E&gt;&gt;() {
        @Override
        public int compare(Edge&lt;K, E&gt; left, Edge&lt;K, E&gt; right) {
            return (int) (left.getWeight() - right.getWeight());
        }
    });

    for (Map.Entry&lt;K, List&lt;Edge&lt;K, E&gt;&gt;&gt; entry : this.G.entrySet()) {
        partition.makeSet(entry.getKey()); //-------------------&gt; here i get the error 
        
    }


    System.out.println(my_edges.toString());
}
</code></pre>
",Java : type is not applicable for the arguments (K),<java>,1,8,https://stackoverflow.com/q/67674583
102,67670925,1,67671004.0,2021-05-24 11:00:19,2,63,"<p>Let's say i have a code like this :</p>
<pre><code>public class Test {
    public static void main(String args[])
    {
        int x = 5;
        // Widening Casting
        double myNum = x;
        System.out.println(x + &quot; &quot; + myNum);
    }
}
</code></pre>
<p>Now i write the following commands in powershell changing the value of x from 5 to 6 once in my code and saving it, it works perfectly fine. But tutorials online suggest me to use javac for compilation. Why so?</p>
<p><a href=""https://i.stack.imgur.com/TovVJ.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/TovVJ.png"" alt=""enter image description here"" /></a></p>
",Why do i need to use javac to compile my code?,<java>,1,2,https://stackoverflow.com/q/67670925
103,67670980,1,67671055.0,2021-05-24 11:03:33,-3,111,"<p>I only started coding about a month ago and I am trying to add a code or program to my work in order to make it store user input and even after rerunning the program, the input will still be kept. Confused? For example, when you make an account on Facebook, they will keep your email and password so next time you just have to login without making the account again. Something like a database to store value I am guessing?</p>
",How to keep user input even after rerunning the program (JAVA),<java>,2,1,https://stackoverflow.com/q/67670980
104,67670283,1,67670473.0,2021-05-24 10:16:48,0,619,"<p>I have this situation many times in my code,</p>
<p>I have a method for example such as:</p>
<pre><code>private Object doSomething(){
//Do something
doSomething ? return Object : return null;
}

</code></pre>
<p>This is just an example, then in the main body of my code I need to check that this doesn't return null before I do something else. For example:</p>
<pre><code>if(doSomething() != null){

Object object = doSomething();
</code></pre>
<p>From a performance perspective this method is being asked to run twice, once to check it doesn't return null and next to assign the new variable as long as it returns a valid object.</p>
<p>Is there a way to develop this code where this double running doesn't have to take place. Bearing in mind that the check to make sure the object is valid is important in the code.</p>
",How to check if a java method returns null without having to run it twice,<java>,2,2,https://stackoverflow.com/q/67670283
105,65860885,1,65860939.0,2021-01-23 15:19:50,2,48,"<p>I'm working on a homework assignment and I'm confused about what the instructor wants. Unfortunately, when I asked for clarification it created more questions, so I'm hoping I'm just missing something simple here and I'm overthinking the issue. Here is the assignment:</p>
<blockquote>
<p>Create a class named Purchase.  Each Purchase contains an invoice
number, amount of sale, and amount of sales tax.  Include set methods
for the invoice number and sale amount.  Within the set() method for
the sale amount, calculate the sales tax as 7.5% (using a static field
in the Purchase class) of the sale amount.  Also include a display
method that displays a purchase's details in a well formatted output
display.</p>
<p>Save the file as Purchase.java. Compile and run the program
until it works and the output looks nice, add the necessary
documentation as described in Course Documents, and then attach your
.java file to this assignment. Do not attach the .class file, attach
only your source code. This assignment is due the last day of the
academic week.</p>
</blockquote>
<p>I created the Purchase class with all of the required set methods and display methods, but in the past when we've been required to create a class like this we've also been required to create and provide a test class. When I asked if we needed to submit our test class, the instructor said, &quot;you do not need a separate class, however you still must include test code.&quot;</p>
<p>My question is it seems like the assignment was specifically asking for a unique class for creating Purchase objects, not an application. How can I provide test code without another class? I've asked for clarification, but I'm not sure if he'll get back to me before it's due.</p>
",Testing a class without using another class,<java>,1,0,https://stackoverflow.com/q/65860885
106,67680100,1,67680218.0,2021-05-24 23:49:40,-1,21,"<p>I am trying to create a map of maps.  I want to be able to update these maps individually but what I am doing below is overwriting the values in all the maps, and I can't figure out why.</p>
<pre><code>Map&lt;String, Map&lt;String, Integer&gt;&gt; cacheStatistics = initializeCacheStatistics()

static Map&lt;String, Map&lt;String, Integer&gt;&gt; initializeCacheStatistics() {
    List&lt;String&gt; cacheNames = Arrays.asList(&quot;cache1&quot;, &quot;cache2&quot;,
            &quot;cache3&quot;)

    Map&lt;String, Integer&gt; stats = new HashMap&lt;&gt;()
    stats.put(&quot;entries&quot;, 0)
    stats.put(&quot;misses&quot;, 0)
    stats.put(&quot;hits&quot;, 0)

    Map&lt;String, Map&lt;String, Integer&gt;&gt; cacheStatistics = new HashMap&lt;&gt;()

    for (cacheName in cacheNames) {
        cacheStatistics.put(cacheName, stats)
    }

    return cacheStatistics
}
</code></pre>
<p>What I get from this is:
[cache1:[hits:0, entries:0, misses:0], cache2:[hits:0, entries:0, misses:0], cache3:[hits:0, entries:0, misses:0]]</p>
<p>I am trying to update the individual maps by getting a value and using it to update only the values for a single map in the map of maps:</p>
<pre><code>static void trackCacheStatistics(String cacheStatisticsName, String cacheStatisticsTrackerName, Map&lt;String, Map&lt;String, Integer&gt;&gt; cacheStatistics) {
    int entries = Integer.valueOf(getCacheEntries(cacheStatisticsName).toString())
    cacheStatistics.computeIfAbsent(cacheStatisticsTrackerName, { k -&gt; new HashMap&lt;&gt;() }).put(&quot;entries&quot;, entries)

    int misses = Integer.valueOf(getCacheMisses(cacheStatisticsName).toString())
    cacheStatistics.computeIfAbsent(cacheStatisticsTrackerName, { k -&gt; new HashMap&lt;&gt;() }).put(&quot;misses&quot;, misses)

    int hits = Integer.valueOf(getCacheHits(cacheStatisticsName).toString())
    cacheStatistics.computeIfAbsent(cacheStatisticsTrackerName, { k -&gt; new HashMap&lt;&gt;() }).put(&quot;hits&quot;, hits)
}
</code></pre>
<p>So what I am hoping for is this:
[cache1:[hits:6, entries:3, misses:5], cache2:[hits:5, entries:1, misses:1], cache3:[hits:22, entries:5, misses:11]]</p>
<p>I am calling the method to update my maps like this:</p>
<pre><code>static void validateNewCacheMissesAndEntries(String cacheStatisticsName, String cacheStatisticsTrackerName, Map&lt;String, Map&lt;String, Integer&gt;&gt; cacheStatistics) {
    pollingVerifier.verify({
        assert validateCacheMisses(cacheStatisticsName) &gt; cacheStatistics.get(cacheStatisticsTrackerName).get(&quot;misses&quot;)
    }, CACHE_STATISTICS_RETRIES)

    pollingVerifier.verify({
        assert validateCacheEntries(cacheStatisticsName) &gt; cacheStatistics.get(cacheStatisticsTrackerName).get(&quot;entries&quot;)
    }, CACHE_STATISTICS_RETRIES)

    trackCacheStatistics(cacheStatisticsName, cacheStatisticsTrackerName, cacheStatistics)
}
</code></pre>
<p>So what I want is to see 1 map get updated, but what I am seeing is all maps get updated with the same values, like this:</p>
<p>[cache1:[hits:22, entries:1, misses:1], cache2:[hits:22, entries:1, misses:1], cache3:[hits:22, entries:1, misses:1]]</p>
<p>I call that method like this:</p>
<pre><code>validateNewCacheMissesAndEntries(CACHE_STATISTICS_NAME, &quot;cache1&quot;, cacheStatistics)
</code></pre>
<p>I would like to know what I am doing wrong (I'm new at this and have hit a dead end).  I think there is some problem with me passing the cache name as a string into trackCacheStatistics(cacheStatisticsName, cacheStatisticsTrackerName, cacheStatistics).  Like it's not able to actually find the key and therefore it's just updating all the maps?  Sorry if I am not explaining very well.</p>
<p>I can't use anything higher than Java 8.</p>
",Overwriting all inner map values when I only want to update one map,<java>,1,3,https://stackoverflow.com/q/67680100
107,65861700,1,65861923.0,2021-01-23 16:38:58,1,2249,"<p>So I have downloaded JDK 15 - OpenJDK .</p>
<p>Running in Intelij the following code</p>
<pre><code>import jdk.incubator.foreign.MemorySegment;  //The problem seems to occur here in this import

public class Application {

    public static void main(String[] args){

      MemorySegment m = MemorySegment.allocateNative(400L);

   }

 }
</code></pre>
<p>In inteliJ I have gone to File -&gt; Project Structure -&gt; Project SDK -&gt; selected 15</p>
<p>In Application configurations (Intelij run project) I have declared JRE 15 (java version 15.0.2)</p>
<p>I receive the following error</p>
<pre><code>C:\Users\repositories\java15project\src\main\untitled\src\Application.java:2:21
java: package jdk.incubator.foreign is not visible
(package jdk.incubator.foreign is declared in module jdk.incubator.foreign, which is not in the module graph)
</code></pre>
<p>Could someone please help me?</p>
",java: package jdk.incubator.foreign is not visible error in Java 15,<java>,1,2,https://stackoverflow.com/q/65861700
108,67673919,1,67674224.0,2021-05-24 14:34:05,1,42,"<p>Code should check whether there is circle with the same radius if so return already existing circle. Radius is the key. I don't want to create new Circle but use already existing one.</p>
<pre><code>  public Circle buildCircle(int radius) {
    for (Map.Entry&lt;Integer, Circle&gt; circleEntry : circles.entrySet())
        if (circleEntry.getKey() == radius) {
            return circleEntry.getValue();
        }
//if circle with given radius doesn't exist create that circle

    Circle put = new Circle(radius);
    return put;
}
</code></pre>
<p>I checked that witch bugger and hash number is different.</p>
<pre><code>public class Main {
public static void main(String[] args) {

    ShapeService shapeService = new ShapeService();

    Circle c1 = shapeService.buildCircle(5);
    Circle c2 = shapeService.buildCircle(5);


 if (c1.equals(c2)) {
        System.out.println(&quot;the same&quot;);
</code></pre>
<p>Something is wrong with <code>Circle put = new Circle(radius)</code> I guess.</p>
",How to use already existing object by hash number,<java>,1,3,https://stackoverflow.com/q/67673919
